,proc
2998,15
2999,15
3000,15
3001,15
3002,15
3003,15
3004,15
3005,15
3006,15
3007,15
3008,15
3009,15
3010,15
3011,15
3012,15
3013,15
3014,15
3015,15
3016,15
3017,15
3018,15
3019,15
3020,15
3021,15
3022,15
3023,15
3024,15
3025,15
3026,15
3027,15
3028,15
3029,15
3030,15
3031,15
3032,15
3033,15
3034,15
3035,15
3036,15
3037,15
3038,15
3039,15
3040,15
3041,15
3042,15
3043,15
3044,15
3045,15
3046,15
3047,15
3048,15
3049,15
3050,15
3051,15
3052,15
3053,15
3054,15
3055,15
3056,15
3057,4
3058,4
3059,4
3060,4
3061,4
3062,4
3063,15
3064,15
3065,15
3066,15
3067,15
3068,15
3069,15
3070,15
3071,15
3072,15
3073,15
3074,15
3075,15
3076,15
3077,15
3078,15
3079,15
3080,15
3081,15
3082,15
3083,15
3084,15
3085,15
3086,15
3087,15
3088,15
3089,15
3090,15
3091,15
3092,15
3093,15
3094,15
3095,15
3096,15
3097,15
3098,15
3099,15
3100,15
3101,15
3102,15
3103,15
3104,15
3105,15
3106,15
3107,15
3108,15
3109,15
3110,15
3111,15
3112,15
3113,15
3114,15
3115,15
3116,15
3117,18
3118,18
3119,18
3120,18
3121,18
3122,18
3123,18
3124,18
3125,18
3126,6
3127,6
3128,6
3129,6
3130,6
3131,6
3132,6
3133,6
3134,6
3135,6
3136,15
3137,15
3138,15
3139,15
3140,15
3141,15
3142,15
3143,15
3144,15
3145,15
3146,15
3147,15
3148,15
3149,15
3150,15
3151,15
3152,15
3153,15
3154,15
3155,18
3156,18
3157,18
3158,18
3159,18
3160,18
3161,18
3162,18
3163,18
3164,18
3165,18
3166,18
3167,18
3168,18
3169,18
3170,18
3171,18
3172,18
3173,18
3174,18
3175,18
3176,18
3177,18
3178,18
3179,18
3180,18
3181,18
3182,18
3183,18
3184,18
3185,18
3186,18
3187,15
3188,15
3189,15
3190,15
3191,15
3192,15
3193,15
3194,15
3195,15
3196,15
3197,15
3198,15
3199,15
3200,15
3201,15
3202,15
3203,15
3204,15
3205,15
3206,18
3207,18
3208,18
3209,18
3210,18
3211,18
3212,18
3213,18
3214,18
3215,18
3216,18
3217,18
3218,18
3219,18
3220,18
3221,15
3222,15
3223,15
3224,15
3225,15
3226,15
3227,15
3228,15
3229,15
3230,15
3231,15
3232,15
3233,15
3234,15
3235,15
3236,15
3237,15
3238,15
3239,15
3240,15
3241,15
3242,15
3243,15
3244,15
3245,15
3246,15
3247,15
3248,15
3249,15
3250,15
3251,15
3252,15
3253,15
3254,15
3255,15
3256,15
3257,15
3258,15
3259,15
3260,15
3261,15
3262,15
3263,15
3264,15
3265,15
3266,15
3267,15
3268,15
3269,15
3270,15
3271,15
3272,15
3273,15
3274,15
3275,15
3276,15
3277,15
3278,15
3279,15
3280,15
3281,15
3282,15
3283,15
3284,15
3285,15
3286,15
3287,15
3288,6
3289,6
3290,6
3291,6
3292,6
3293,6
3294,6
3295,6
3296,6
3297,6
3298,6
3299,6
3300,6
3301,6
3302,6
3303,6
3304,6
3305,6
3306,6
3307,6
3308,6
3309,6
3310,6
3311,6
3312,6
3313,18
3314,18
3315,18
3316,18
3317,18
3318,18
3319,18
3320,18
3321,18
3322,18
3323,18
3324,18
3325,15
3326,15
3327,15
3328,15
3329,15
3330,15
3331,15
3332,15
3333,15
3334,15
3335,15
3336,15
3337,15
3338,15
3339,15
3340,15
3341,15
3342,15
3343,15
3344,15
3345,15
3346,15
3347,15
3348,15
3349,15
3350,15
3351,15
3352,15
3353,15
3354,15
3355,15
3356,15
3357,15
3358,15
3359,15
3360,18
3361,18
3362,18
3363,6
3364,6
3365,6
3366,6
3367,6
3368,6
3369,6
3370,6
3371,6
3372,18
3373,18
3374,15
3375,15
3376,15
3377,15
3378,15
3379,15
3380,15
3381,15
3382,15
3383,15
3384,15
3385,15
3386,15
3387,15
3388,15
3389,15
3390,15
3391,15
3392,15
3393,15
3394,15
3395,15
3396,15
3397,15
3398,15
3399,15
3400,15
3401,15
3402,15
3403,15
3404,15
3405,15
3406,15
3407,15
3408,15
3409,15
3410,15
3411,15
3412,15
3413,15
3414,15
3415,15
3416,15
3417,15
3418,15
3419,15
3420,15
3421,15
3422,15
3423,15
3424,15
3425,18
3426,18
3427,18
3428,18
3429,10
3430,10
3431,10
3432,10
3433,10
3434,10
3435,10
3436,10
3437,10
3438,10
3439,18
3440,18
3441,18
3442,18
3443,18
3444,16
3445,16
3446,16
3447,16
3448,16
3449,16
3450,16
3451,16
3452,16
3453,16
3454,16
3455,16
3456,16
3457,16
3458,16
3459,16
3460,16
3461,16
3462,16
3463,16
3464,16
3465,16
3466,16
3467,16
3468,16
3469,16
3470,16
3471,16
3472,16
3473,16
3474,16
3475,16
3476,16
3477,16
3478,18
3479,18
3480,18
3481,18
3482,18
3483,16
3484,16
3485,16
3486,16
3487,16
3488,16
3489,2
3490,2
3491,2
3492,15
3493,15
3494,15
3495,15
3496,15
3497,15
3498,18
3499,18
3500,18
3501,18
3502,18
3503,18
3504,18
3505,18
3506,18
3507,18
3508,18
3509,18
3510,18
3511,18
3512,18
3513,18
3514,18
3515,18
3516,18
3517,18
3518,18
3519,18
3520,18
3521,18
3522,18
3523,18
3524,18
3525,18
3526,18
3527,18
3528,18
3529,18
3530,18
3531,18
3532,18
3533,18
3534,18
3535,18
3536,18
3537,18
3538,18
3539,18
3540,18
3541,18
3542,2
3543,2
3544,2
3545,2
3546,15
3547,15
3548,15
3549,15
3550,15
3551,15
3552,15
3553,15
3554,15
3555,15
3556,15
3557,15
3558,15
3559,15
3560,15
3561,15
3562,15
3563,15
3564,15
3565,15
3566,15
3567,15
3568,15
3569,15
3570,15
3571,15
3572,15
3573,15
3574,15
3575,15
3576,15
3577,15
3578,15
3579,15
3580,15
3581,15
3582,15
3583,15
3584,15
3585,15
3586,15
3587,15
3588,15
3589,15
3590,0
3591,0
3592,0
3593,0
3594,0
3595,0
3596,4
3597,4
3598,4
3599,4
3600,4
3601,4
3602,4
3603,4
3604,4
3605,4
3606,4
3607,4
3608,4
3609,4
3610,4
3611,4
3612,4
3613,4
3614,4
3615,4
3616,4
3617,4
3618,4
3619,4
3620,4
3621,4
3622,4
3623,4
3624,4
3625,4
3626,4
3627,4
3628,4
3629,4
3630,4
3631,4
3632,4
3633,4
3634,4
3635,4
3636,4
3637,4
3638,4
3639,4
3640,15
3641,15
3642,15
3643,15
3644,15
3645,15
3646,15
3647,15
3648,15
3649,15
3650,15
3651,15
3652,15
3653,15
3654,15
3655,15
3656,15
3657,15
3658,15
3659,15
3660,15
3661,15
3662,15
3663,15
3664,15
3665,15
3666,15
3667,15
3668,15
3669,15
3670,15
3671,15
3672,15
3673,15
3674,15
3675,15
3676,15
3677,15
3678,15
3679,15
3680,15
3681,15
3682,15
3683,15
3684,15
3685,15
3686,15
3687,15
3688,15
3689,15
3690,15
3691,15
3692,15
3693,15
3694,15
3695,15
3696,15
3697,15
3698,15
3699,15
3700,15
3701,15
3702,15
3703,15
3704,15
3705,15
3706,15
3707,15
3708,15
3709,15
3710,15
3711,15
3712,15
3713,15
3714,15
3715,15
3716,15
3717,15
3718,15
3719,15
3720,15
3721,15
3722,15
3723,15
3724,15
3725,15
3726,15
3727,15
3728,15
3729,15
3730,15
3731,15
3732,15
3733,15
3734,15
3735,15
3736,15
3737,15
3738,15
3739,15
3740,15
3741,15
3742,15
3743,15
3744,15
3745,15
3746,15
3747,15
3748,15
3749,0
3750,0
3751,0
3752,0
3753,0
3754,0
3755,0
3756,0
3757,0
3758,0
3759,0
3760,0
3761,0
3762,0
3763,0
3764,0
3765,0
3766,0
3767,0
3768,0
3769,0
3770,0
3771,0
3772,0
3773,0
3774,0
3775,0
3776,0
3777,0
3778,0
3779,0
3780,0
3781,0
3782,0
3783,0
3784,0
3785,0
3786,0
3787,0
3788,0
3789,0
3790,0
3791,0
3792,0
3793,0
3794,0
3795,2
3796,2
3797,2
3798,2
3799,2
3800,2
3801,2
3802,2
3803,2
3804,2
3805,2
3806,2
3807,2
3808,2
3809,2
3810,2
3811,2
3812,2
3813,2
3814,2
3815,2
3816,2
3817,2
3818,2
3819,2
3820,2
3821,2
3822,2
3823,2
3824,2
3825,2
3826,2
3827,2
3828,2
3829,2
3830,2
3831,2
3832,2
3833,2
3834,2
3835,15
3836,15
3837,15
3838,15
3839,15
3840,15
3841,15
3842,15
3843,15
3844,15
3845,15
3846,15
3847,15
3848,15
3849,0
3850,0
3851,0
3852,0
3853,0
3854,0
3855,0
3856,0
3857,0
3858,0
3859,0
3860,0
3861,0
3862,0
3863,0
3864,0
3865,0
3866,0
3867,0
3868,0
3869,0
3870,0
3871,0
3872,0
3873,0
3874,0
3875,0
3876,0
3877,0
3878,0
3879,0
3880,0
3881,0
3882,0
3883,0
3884,0
3885,0
3886,0
3887,0
3888,0
3889,0
3890,0
3891,0
3892,0
3893,0
3894,0
3895,0
3896,0
3897,0
3898,0
3899,0
3900,0
3901,0
3902,15
3903,15
3904,15
3905,15
3906,15
3907,15
3908,15
3909,15
3910,15
3911,15
3912,15
3913,15
3914,15
3915,15
3916,15
3917,15
3918,15
3919,10
3920,10
3921,10
3922,10
3923,10
3924,10
3925,10
3926,10
3927,10
3928,10
3929,10
3930,10
3931,10
3932,10
3933,10
3934,10
3935,27
3936,27
3937,27
3938,27
3939,27
3940,27
3941,27
3942,27
3943,15
3944,15
3945,15
3946,15
3947,15
3948,15
3949,15
3950,15
3951,15
3952,15
3953,15
3954,15
3955,15
3956,15
3957,15
3958,15
3959,15
3960,15
3961,15
3962,15
3963,15
3964,15
3965,15
3966,15
3967,15
3968,15
3969,15
3970,15
3971,15
3972,15
3973,15
3974,15
3975,15
3976,15
3977,15
3978,15
3979,15
3980,15
3981,15
3982,15
3983,15
3984,15
3985,15
3986,15
3987,15
3988,15
3989,15
3990,15
3991,15
3992,15
3993,15
3994,15
3995,15
3996,15
3997,15
3998,15
3999,15
4000,15
4001,15
4002,15
4003,15
4004,15
4005,15
4006,15
4007,15
4008,15
4009,15
4010,15
4011,15
4012,15
4013,15
4014,15
4015,15
4016,15
4017,15
4018,15
4019,15
4020,15
4021,15
4022,15
4023,15
4024,15
4025,15
4026,15
4027,15
4028,15
4029,15
4030,15
4031,15
4032,15
4033,15
4034,15
4035,15
4036,15
4037,15
4038,15
4039,15
4040,15
4041,15
4042,15
4043,15
4044,15
4045,15
4046,15
4047,15
4048,15
4049,15
4050,15
4051,15
4052,15
4053,15
4054,15
4055,15
4056,15
4057,15
4058,15
4059,15
4060,15
4061,15
4062,15
4063,15
4064,15
4065,15
4066,15
4067,15
4068,15
4069,15
4070,15
4071,15
4072,15
4073,18
4074,18
4075,18
4076,15
4077,15
4078,15
4079,15
4080,15
4081,15
4082,15
4083,15
4084,15
4085,15
4086,15
4087,15
4088,15
4089,15
4090,15
4091,15
4092,15
4093,15
4094,15
4095,15
4096,15
4097,15
4098,15
4099,15
4100,15
4101,15
4102,15
4103,15
4104,15
4105,15
4106,15
4107,15
4108,15
4109,15
4110,4
4111,4
4112,4
4113,4
4114,4
4115,4
4116,4
4117,4
4118,4
4119,4
4120,4
4121,4
4122,4
4123,4
4124,4
4125,4
4126,4
4127,4
4128,4
4129,4
4130,4
4131,4
4132,4
4133,4
4134,4
4135,4
4136,4
4137,4
4138,4
4139,4
4140,4
4141,4
4142,4
4143,4
4144,18
4145,18
4146,18
4147,18
4148,18
4149,18
4150,6
4151,6
4152,6
4153,6
4154,6
4155,6
4156,6
4157,6
4158,6
4159,6
4160,6
4161,6
4162,0
4163,0
4164,0
4165,0
4166,0
4167,0
4168,0
4169,0
4170,0
4171,0
4172,0
4173,0
4174,0
4175,0
4176,0
4177,0
4178,0
4179,0
4180,0
4181,0
4182,0
4183,0
4184,0
4185,0
4186,0
4187,0
4188,0
4189,15
4190,15
4191,15
4192,15
4193,15
4194,15
4195,15
4196,15
4197,15
4198,15
4199,15
4200,15
4201,15
4202,15
4203,18
4204,18
4205,18
4206,18
4207,18
4208,18
4209,18
4210,18
4211,18
4212,18
4213,18
4214,18
4215,18
4216,18
4217,4
4218,4
4219,4
4220,4
4221,4
4222,4
4223,4
4224,4
4225,4
4226,4
4227,4
4228,4
4229,4
4230,4
4231,4
4232,4
4233,4
4234,4
4235,4
4236,4
4237,4
4238,4
4239,4
4240,4
4241,4
4242,4
4243,4
4244,4
4245,4
4246,4
4247,4
4248,4
4249,4
4250,4
4251,29
4252,29
4253,29
4254,29
4255,29
4256,29
4257,29
4258,6
4259,6
4260,6
4261,6
4262,6
4263,6
4264,6
4265,6
4266,6
4267,6
4268,6
4269,6
4270,6
4271,6
4272,6
4273,6
4274,6
4275,30
4276,30
4277,30
4278,30
4279,30
4280,30
4281,30
4282,30
4283,30
4284,30
4285,30
4286,30
4287,30
4288,30
4289,30
4290,30
4291,30
4292,30
4293,30
4294,30
4295,30
4296,30
4297,30
4298,30
4299,30
4300,30
4301,30
4302,30
4303,30
4304,30
4305,30
4306,30
4307,30
4308,30
4309,30
4310,30
4311,30
4312,30
4313,30
4314,30
4315,30
4316,30
4317,18
4318,18
4319,18
4320,18
4321,18
4322,18
4323,18
4324,18
4325,18
4326,18
4327,18
4328,18
4329,18
4330,18
4331,18
4332,18
4333,18
4334,18
4335,18
4336,18
4337,18
4338,18
4339,18
4340,18
4341,18
4342,18
4343,18
4344,18
4345,16
4346,16
4347,16
4348,16
4349,16
4350,16
4351,16
4352,16
4353,16
4354,16
4355,16
4356,16
4357,16
4358,16
4359,16
4360,16
4361,30
4362,30
4363,30
4364,16
4365,16
4366,16
4367,16
4368,16
4369,16
4370,16
4371,16
4372,32
4373,32
4374,32
4375,30
4376,30
4377,30
4378,30
4379,30
4380,30
4381,30
4382,30
4383,30
4384,30
4385,30
4386,30
4387,30
4388,30
4389,30
4390,30
4391,30
4392,30
4393,30
4394,30
4395,30
4396,30
4397,30
4398,30
4399,30
4400,30
4401,30
4402,30
4403,30
4404,30
4405,15
4406,15
4407,15
4408,15
4409,15
4410,15
4411,18
4412,18
4413,18
4414,18
4415,18
4416,6
4417,6
4418,6
4419,6
4420,6
4421,6
4422,6
4423,6
4424,6
4425,6
4426,15
4427,15
4428,15
4429,15
4430,15
4431,30
4432,30
4433,30
4434,30
4435,30
4436,30
4437,30
4438,30
4439,30
4440,30
4441,30
4442,30
4443,30
4444,30
4445,30
4446,30
4447,30
4448,30
4449,30
4450,30
4451,30
4452,30
4453,30
4454,30
4455,6
4456,6
4457,6
4458,6
4459,0
4460,0
4461,0
4462,0
4463,0
4464,0
4465,0
4466,0
4467,0
4468,0
4469,0
4470,0
4471,0
4472,0
4473,0
4474,0
4475,0
4476,0
4477,0
4478,0
4479,0
4480,0
4481,0
4482,0
4483,0
4484,0
4485,0
4486,0
4487,0
4488,0
4489,0
4490,0
4491,0
4492,0
4493,0
4494,0
4495,0
4496,0
4497,0
4498,0
4499,0
4500,33
4501,33
4502,33
4503,33
4504,33
4505,33
4506,33
4507,33
4508,33
4509,33
4510,33
4511,33
4512,33
4513,33
4514,33
4515,33
4516,33
4517,30
4518,30
4519,30
4520,30
4521,30
4522,30
4523,30
4524,30
4525,30
4526,30
4527,30
4528,30
4529,30
4530,30
4531,30
4532,30
4533,30
4534,30
4535,30
4536,30
4537,30
4538,30
4539,30
4540,30
4541,30
4542,30
4543,30
4544,30
4545,30
4546,30
4547,30
4548,30
4549,30
4550,30
4551,30
4552,30
4553,30
4554,30
4555,30
4556,30
4557,30
4558,30
4559,30
4560,30
4561,30
4562,33
4563,33
4564,33
4565,33
4566,33
4567,33
4568,33
4569,33
4570,33
4571,33
4572,33
4573,33
4574,33
4575,33
4576,6
4577,6
4578,6
4579,6
4580,6
4581,6
4582,6
4583,6
4584,6
4585,6
4586,6
4587,6
4588,6
4589,6
4590,6
4591,6
4592,6
4593,6
4594,6
4595,6
4596,6
4597,6
4598,6
4599,6
4600,6
4601,6
4602,6
4603,6
4604,6
4605,6
4606,6
4607,6
4608,6
4609,6
4610,6
4611,6
4612,18
4613,18
4614,6
4615,6
4616,6
4617,6
4618,6
4619,6
4620,6
4621,16
4622,16
4623,16
4624,16
4625,16
4626,16
4627,16
4628,16
4629,4
4630,4
4631,4
4632,4
4633,4
4634,4
4635,4
4636,4
4637,4
4638,4
4639,4
4640,4
4641,4
4642,4
4643,4
4644,4
4645,4
4646,4
4647,4
4648,4
4649,4
4650,4
4651,4
4652,4
4653,4
4654,4
4655,4
4656,4
4657,4
4658,4
4659,4
4660,4
4661,4
4662,4
4663,4
4664,4
4665,6
4666,6
4667,6
4668,10
4669,10
4670,6
4671,6
4672,6
4673,6
4674,6
4675,6
4676,6
4677,6
4678,6
4679,6
4680,6
4681,6
4682,6
4683,6
4684,6
4685,6
4686,6
4687,6
4688,6
4689,6
4690,6
4691,6
4692,6
4693,6
4694,6
4695,6
4696,6
4697,6
4698,6
4699,6
4700,6
4701,6
4702,6
4703,6
4704,6
4705,6
4706,6
4707,6
4708,6
4709,6
4710,6
4711,6
4712,6
4713,6
4714,6
4715,6
4716,6
4717,6
4718,6
4719,6
4720,22
4721,22
4722,22
4723,22
4724,22
4725,22
4726,22
4727,22
4728,22
4729,22
4730,22
4731,30
4732,30
4733,30
4734,30
4735,30
4736,30
4737,30
4738,30
4739,30
4740,30
4741,30
4742,30
4743,30
4744,30
4745,30
4746,30
4747,30
4748,30
4749,30
4750,30
4751,30
4752,30
4753,30
4754,30
4755,30
4756,30
4757,30
4758,30
4759,30
4760,30
4761,30
4762,30
4763,30
4764,30
4765,30
4766,30
4767,30
4768,30
4769,30
4770,23
4771,23
4772,23
4773,23
4774,23
4775,23
4776,30
4777,30
4778,30
4779,30
4780,30
4781,30
4782,30
4783,30
4784,30
4785,30
4786,30
4787,30
4788,30
4789,30
4790,30
4791,30
4792,30
4793,30
4794,30
4795,30
4796,30
4797,30
4798,30
4799,30
4800,30
4801,30
4802,30
4803,30
4804,30
4805,30
4806,30
4807,30
4808,30
4809,30
4810,30
4811,30
4812,30
4813,30
4814,30
4815,30
4816,30
4817,22
4818,22
4819,0
4820,0
4821,0
4822,0
4823,0
4824,0
4825,0
4826,0
4827,0
4828,0
4829,0
4830,0
4831,0
4832,6
4833,6
4834,6
4835,6
4836,18
4837,18
4838,18
4839,18
4840,18
4841,18
4842,18
4843,18
4844,18
4845,30
4846,30
4847,30
4848,30
4849,30
4850,30
4851,30
4852,30
4853,30
4854,30
4855,30
4856,30
4857,30
4858,30
4859,30
4860,30
4861,30
4862,30
4863,30
4864,30
4865,30
4866,30
4867,30
4868,30
4869,30
4870,30
4871,30
4872,30
4873,30
4874,30
4875,30
4876,30
4877,30
4878,30
4879,30
4880,30
4881,30
4882,18
4883,18
4884,18
4885,18
4886,6
4887,6
4888,6
4889,6
4890,6
4891,9
4892,9
4893,9
4894,9
4895,9
4896,9
4897,9
4898,9
4899,9
4900,9
4901,9
4902,9
4903,9
4904,9
4905,9
4906,9
4907,9
4908,9
4909,9
4910,9
4911,9
4912,9
4913,9
4914,9
4915,9
4916,9
4917,9
4918,9
4919,9
4920,9
4921,9
4922,9
4923,9
4924,9
4925,9
4926,9
4927,9
4928,9
4929,9
4930,9
4931,9
4932,9
4933,9
4934,9
4935,9
4936,9
4937,9
4938,9
4939,9
4940,9
4941,9
4942,9
4943,9
4944,9
4945,9
4946,9
4947,9
4948,9
4949,9
4950,9
4951,9
4952,9
4953,9
4954,9
4955,9
4956,9
4957,9
4958,9
4959,9
4960,9
4961,9
4962,9
4963,9
4964,9
4965,9
4966,9
4967,9
4968,9
4969,9
4970,9
4971,9
4972,9
4973,9
4974,9
4975,9
4976,9
4977,9
4978,9
4979,9
4980,9
4981,9
4982,9
4983,9
4984,9
4985,9
4986,9
4987,9
4988,9
4989,9
4990,9
4991,9
4992,9
4993,9
4994,9
4995,9
4996,9
4997,9
4998,9
4999,9
5000,9
5001,9
5002,9
5003,9
5004,9
5005,9
5006,9
5007,9
5008,9
5009,9
5010,9
5011,9
5012,9
5013,9
5014,9
5015,9
5016,9
5017,9
5018,9
5019,9
5020,9
5021,9
5022,6
5023,6
5024,6
5025,6
5026,6
5027,6
5028,6
5029,6
5030,6
5031,6
5032,6
5033,6
5034,6
5035,6
5036,6
5037,6
5038,6
5039,6
5040,6
5041,6
5042,6
5043,6
5044,6
5045,6
5046,6
5047,6
5048,6
5049,6
5050,6
5051,6
5052,6
5053,6
5054,6
5055,6
5056,6
5057,6
5058,6
5059,6
5060,6
5061,6
5062,6
5063,6
5064,6
5065,6
5066,6
5067,6
5068,6
5069,6
5070,6
5071,6
5072,6
5073,6
5074,6
5075,6
5076,6
5077,6
5078,6
5079,6
5080,6
5081,6
5082,6
5083,6
5084,6
5085,6
5086,6
5087,6
5088,6
5089,6
5090,6
5091,6
5092,6
5093,6
5094,6
5095,6
5096,6
5097,6
5098,6
5099,6
5100,6
5101,6
5102,6
5103,6
5104,6
5105,6
5106,6
5107,6
5108,6
5109,6
5110,6
5111,6
5112,6
5113,6
5114,6
5115,6
5116,6
5117,6
5118,6
5119,6
5120,6
5121,6
5122,6
5123,6
5124,6
5125,6
5126,6
5127,6
5128,22
5129,22
5130,22
5131,22
5132,22
5133,37
5134,37
5135,37
5136,37
5137,22
5138,22
5139,22
5140,22
5141,22
5142,22
5143,22
5144,22
5145,22
5146,22
5147,22
5148,22
5149,22
5150,22
5151,22
5152,22
5153,22
5154,22
5155,22
5156,22
5157,22
5158,22
5159,22
5160,22
5161,22
5162,22
5163,22
5164,22
5165,22
5166,22
5167,22
5168,15
5169,15
5170,15
5171,15
5172,15
5173,15
5174,15
5175,15
5176,22
5177,22
5178,22
5179,22
5180,6
5181,6
5182,22
5183,22
5184,22
5185,22
5186,22
5187,22
5188,22
5189,22
5190,22
5191,22
5192,22
5193,22
5194,22
5195,22
5196,22
5197,22
5198,22
5199,22
5200,22
5201,22
5202,22
5203,22
5204,22
5205,22
5206,22
5207,22
5208,22
5209,22
5210,22
5211,22
5212,22
5213,22
5214,22
5215,22
5216,22
5217,22
5218,22
5219,22
5220,22
5221,22
5222,22
5223,22
5224,22
5225,22
5226,22
5227,22
5228,22
5229,22
5230,22
5231,22
5232,22
5233,22
5234,22
5235,22
5236,22
5237,22
5238,22
5239,22
5240,22
5241,22
5242,22
5243,22
5244,22
5245,22
5246,22
5247,22
5248,22
5249,15
5250,15
5251,15
5252,15
5253,15
5254,15
5255,15
5256,15
5257,15
5258,15
5259,15
5260,15
5261,15
5262,15
5263,15
5264,15
5265,15
5266,15
5267,15
5268,15
5269,15
5270,15
5271,15
5272,15
5273,15
5274,15
5275,0
5276,0
5277,0
5278,0
5279,6
5280,6
5281,6
5282,6
5283,6
5284,6
5285,6
5286,6
5287,6
5288,6
5289,6
5290,6
5291,6
5292,6
5293,6
5294,6
5295,6
5296,6
5297,6
5298,6
5299,6
5300,6
5301,6
5302,6
5303,6
5304,6
5305,6
5306,6
5307,6
5308,6
5309,6
5310,6
5311,6
5312,6
5313,6
5314,6
5315,6
5316,6
5317,6
5318,6
5319,6
5320,6
5321,6
5322,6
5323,6
5324,6
5325,6
5326,6
5327,6
5328,6
5329,22
5330,22
5331,22
5332,22
5333,22
5334,22
5335,22
5336,22
5337,22
5338,22
5339,22
5340,22
5341,22
5342,22
5343,22
5344,15
5345,15
5346,15
5347,15
5348,15
5349,15
5350,15
5351,15
5352,15
5353,15
5354,15
5355,15
5356,15
5357,15
5358,15
5359,15
5360,15
5361,15
5362,15
5363,15
5364,15
5365,15
5366,15
5367,15
5368,15
5369,15
5370,15
5371,15
5372,15
5373,15
5374,15
5375,15
5376,15
5377,15
5378,15
5379,15
5380,15
5381,15
5382,15
5383,15
5384,15
5385,15
5386,15
5387,15
5388,15
5389,15
5390,15
5391,15
5392,15
5393,15
5394,15
5395,15
5396,15
5397,15
5398,15
5399,15
5400,15
5401,15
5402,15
5403,15
5404,15
5405,15
5406,15
5407,15
5408,15
5409,15
5410,15
5411,15
5412,15
5413,15
5414,15
5415,15
5416,15
5417,15
5418,15
5419,15
5420,15
5421,15
5422,15
5423,15
5424,15
5425,15
5426,15
5427,15
5428,15
5429,15
5430,15
5431,15
5432,15
5433,15
5434,15
5435,15
5436,15
5437,15
5438,15
5439,15
5440,15
5441,15
5442,15
5443,15
5444,15
5445,15
5446,15
5447,15
5448,15
5449,15
5450,15
5451,15
5452,15
5453,15
5454,15
5455,15
5456,15
5457,15
5458,15
5459,15
5460,15
5461,15
5462,15
5463,15
5464,15
5465,15
5466,15
5467,15
5468,15
5469,15
5470,15
5471,15
5472,15
5473,15
5474,15
5475,15
5476,15
5477,15
5478,15
5479,15
5480,15
5481,15
5482,15
5483,0
5484,0
5485,0
5486,0
5487,0
5488,0
5489,0
5490,0
5491,0
5492,0
5493,0
5494,0
5495,0
5496,0
5497,0
5498,0
5499,0
5500,0
5501,0
5502,0
5503,0
5504,0
5505,0
5506,0
5507,0
5508,0
5509,0
5510,0
5511,0
5512,0
5513,0
5514,0
5515,0
5516,0
5517,0
5518,0
5519,0
5520,0
5521,0
5522,0
5523,0
5524,0
5525,0
5526,0
5527,0
5528,0
5529,0
5530,0
5531,0
5532,0
5533,0
5534,0
5535,0
5536,0
5537,0
5538,0
5539,0
5540,0
5541,0
5542,0
5543,0
5544,0
5545,0
5546,0
5547,0
5548,0
5549,0
5550,0
5551,0
5552,0
5553,0
5554,0
5555,0
5556,0
5557,0
5558,0
5559,0
5560,0
5561,0
5562,0
5563,0
5564,0
5565,0
5566,0
5567,0
5568,0
5569,0
5570,0
5571,0
5572,0
5573,15
5574,15
5575,15
5576,15
5577,15
5578,15
5579,15
5580,15
5581,15
5582,15
5583,15
5584,15
5585,0
5586,0
5587,0
5588,0
5589,0
5590,0
5591,0
5592,0
5593,0
5594,0
5595,0
5596,0
5597,0
5598,0
5599,0
5600,0
5601,0
5602,0
5603,0
5604,0
5605,0
5606,0
5607,0
5608,0
5609,0
5610,0
5611,0
5612,0
5613,0
5614,0
5615,0
5616,0
5617,0
5618,0
5619,0
5620,0
5621,0
5622,0
5623,0
5624,0
5625,0
5626,0
5627,0
5628,0
5629,0
5630,0
5631,0
5632,0
5633,0
5634,0
5635,0
5636,0
5637,0
5638,0
5639,0
5640,0
5641,0
5642,0
5643,0
5644,0
5645,0
5646,0
5647,0
5648,0
5649,0
5650,0
5651,0
5652,0
5653,0
5654,0
5655,0
5656,0
5657,0
5658,0
5659,0
5660,0
5661,0
5662,0
5663,0
5664,0
5665,0
5666,0
5667,0
5668,0
5669,0
5670,0
5671,0
5672,0
5673,0
5674,0
5675,0
5676,0
5677,0
5678,0
5679,0
5680,0
5681,0
5682,0
5683,0
5684,0
5685,0
5686,0
5687,0
5688,0
5689,0
5690,15
5691,15
5692,15
5693,15
5694,15
5695,15
5696,15
5697,15
5698,15
5699,15
5700,15
5701,15
5702,15
5703,15
5704,15
5705,15
5706,15
5707,15
5708,15
5709,15
5710,15
5711,15
5712,15
5713,15
5714,15
5715,15
5716,15
5717,15
5718,15
5719,15
5720,15
5721,15
5722,15
5723,15
5724,15
5725,15
5726,15
5727,15
5728,15
5729,15
5730,15
5731,15
5732,15
5733,15
5734,15
5735,15
5736,15
5737,15
5738,15
5739,15
5740,15
5741,15
5742,15
5743,15
5744,15
5745,15
5746,15
5747,15
5748,15
5749,15
5750,15
5751,15
5752,15
5753,15
5754,15
5755,15
5756,15
5757,15
5758,15
5759,15
5760,15
5761,15
5762,15
5763,15
5764,15
5765,15
5766,15
5767,15
5768,15
5769,15
5770,15
5771,15
5772,15
5773,6
5774,6
5775,6
5776,6
5777,6
5778,6
5779,6
5780,6
5781,6
5782,6
5783,6
5784,6
5785,6
5786,6
5787,6
5788,6
5789,6
5790,6
5791,6
5792,6
5793,6
5794,6
5795,6
5796,6
